username,user_id,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
DenkyuuMedia,4860241143,2018-02-07 23:23,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// dlvr.it/QFTmW0 pic.twitter.com/tjyYNN6FA4,,,,961470425292132353,https://twitter.com/DenkyuuMedia/status/961470425292132353
berge31,22259704,2018-02-08 07:59,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2sgQ38P The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25 ) friends could see your posts. In copy-paste messages that made r…,,,,961600316142706688,https://twitter.com/berge31/status/961600316142706688
riteshrajgupta,18355688,2018-02-08 09:27,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFY7cq pic.twitter.com/UlOK041Xz0,,,,961622440051748866,https://twitter.com/riteshrajgupta/status/961622440051748866
mtnview84,2885544895,2018-02-07 23:28,0,0,tm-qa-feeds Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It https://www. inc.com/minda-zetlin/f acebook-hoax-claims-your-news-feed-is-now-only-26-friends-saying-hi-will-fix-it.html …,,,,961471670023344128,https://twitter.com/mtnview84/status/961471670023344128
FoundersGyan,3315909714,2018-02-07 23:23,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// dlvr.it/QFTmYw pic.twitter.com/17RaHjEwQe,,,,961470429092233217,https://twitter.com/FoundersGyan/status/961470429092233217
vrai777,23152434,2018-02-07 23:39,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It https:// goo.gl/fb/CgZC81 -Inc #wire,,,#wire,961474436124655617,https://twitter.com/vrai777/status/961474436124655617
bergnermedia,2349091644,2018-02-08 08:00,0,0,#bergnermedia News: That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25) friends could see your posts. In copy-pas... http:// ow.ly/cUlM50gq1sq,,,#bergnermedia,961600623807488000,https://twitter.com/bergnermedia/status/961600623807488000
Algocracy,764531097241726976,2018-02-08 18:33,0,0,It's A Hoax . Facebook Is Not Limiting Your News Feed To 26 People http:// ift.tt/2H1T6VC,,,,961759832196993025,https://twitter.com/Algocracy/status/961759832196993025
snkw1974,16644866,2018-02-08 08:03,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2sgQ38P The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25) friends could see your posts. In copy-paste messages that made r…,,,,961601345726840832,https://twitter.com/snkw1974/status/961601345726840832
MarkABoudreau,14191222,2018-02-09 10:39,0,0,"Just an FYI all -->"" #Facebook limiting status updates in news feed to 25 friends?"" That's a hoax , pass THAT on ... https:// fb.me/YDL08K8B",,,#Facebook,962002927098281986,https://twitter.com/MarkABoudreau/status/962002927098281986
DMRMPMDude,18560669,2018-02-07 15:46,0,0,""" Facebook isn’t restricting your News Feed to 26 friends, no matter what a viral hoax claims."" What the hack! https://www. washingtonpost.com/news/the-inter sect/wp/2018/02/07/facebook-isnt-restricting-your-news-feed-to-26-friends-no-matter-what-a-viral-hoax-claims/ …",,,,961355629775396869,https://twitter.com/DMRMPMDude/status/961355629775396869
bookofactions,802468670173745152,2018-02-07 23:23,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// dlvr.it/QFTmXC pic.twitter.com/vNBNgwPGx4,,,,961470428001714176,https://twitter.com/bookofactions/status/961470428001714176
Ford_Fan_Star,100458294,2018-02-08 08:23,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXjwz,,,,961606326425067520,https://twitter.com/Ford_Fan_Star/status/961606326425067520
Panu_e,918569125,2018-02-08 07:58,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed,,,,961600025989070854,https://twitter.com/Panu_e/status/961600025989070854
Thetechmill1,881150116966481922,2018-02-08 07:57,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - http://www. thetechmill.com/that-26-friend s-facebook-rumor-was-a-hoax-but-heres-how-you-can-actually-game-the-news-feed/ … pic.twitter.com/GdApAVmN6K,,,,961599833789337600,https://twitter.com/Thetechmill1/status/961599833789337600
AnnaDerevjanik,17851616,2018-02-13 21:05,0,0,"Analysis | Facebook isn't restricting your News Feed to 26 friends, no matter what a viral hoax claims http:// wapo.st/2nR8Qlt?tid=ss _tw&utm_term=.797eb9d4c39b …",,,,963610171208544256,https://twitter.com/AnnaDerevjanik/status/963610171208544256
VirtualTao,352416529,2018-02-12 09:10,0,0,It's A Hoax . Facebook Is Not Limiting Your News Feed To 26 People - http:// ow.ly/rPfA30ikuho #facebook #socialmedia #hoax,,,#facebook #socialmedia #hoax,963067743787511809,https://twitter.com/VirtualTao/status/963067743787511809
jcbaran,16321010,2018-02-08 04:52,0,0,"Analysis | Facebook isn’t restricting your News Feed to 26 friends, no matter what a viral hoax claims https:// fb.me/JixceCbE",,,,961553282069037056,https://twitter.com/jcbaran/status/961553282069037056
DanVegaBusiness,2671163785,2018-02-08 00:01,1,0,#businesscoaching Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is true. http:// ht.ly/jOWw50gpLzk,,,#businesscoaching,961480038498684928,https://twitter.com/DanVegaBusiness/status/961480038498684928
Jasmine_Sandler,611295355,2018-02-08 08:00,0,0,#Socialmediamarketing That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25 ) friends could see your posts. In copy-p... http:// ow.ly/lHBP50gq1IE,,,#Socialmediamarketing,961600677050011650,https://twitter.com/Jasmine_Sandler/status/961600677050011650
juststamina,152635146,2018-02-08 11:45,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFZ3sp pic.twitter.com/WpMcPGEfe2,,,,961657142649413632,https://twitter.com/juststamina/status/961657142649413632
cometoreads,925266147724988416,2018-02-07 03:15,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on http:// ift.tt/2C11O2K",,,,961166590485172225,https://twitter.com/cometoreads/status/961166590485172225
D100News,854813837836656640,2018-02-08 08:11,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXdwV pic.twitter.com/GpNtBBePMq,,,,961603294903676928,https://twitter.com/D100News/status/961603294903676928
dealcellarebay,3245519750,2018-02-07 09:07,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// usat.ly/2nQ2MKe via @usatoday #facebook",,@usatoday,#facebook,961255156280066048,https://twitter.com/dealcellarebay/status/961255156280066048
shreveporttimes,17870317,2018-02-07 10:35,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on http:// bit.ly/2BJc04b",,,,961277163918864384,https://twitter.com/shreveporttimes/status/961277163918864384
RyanTy195,412042220,2018-02-08 08:45,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXsP5,,,,961612033165746176,https://twitter.com/RyanTy195/status/961612033165746176
FENY2000,44461370,2018-02-10 16:53,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on - USA TODAY https:// apple.news/AHPH8XeN_Ryqt8 2OyEwdNkA …",,,,962459571028725761,https://twitter.com/FENY2000/status/962459571028725761
LauraKhabbazone,485930257,2018-02-08 08:45,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXsNn,,,,961612025066438656,https://twitter.com/LauraKhabbazone/status/961612025066438656
foggybottomgal,1593224094,2018-02-07 05:11,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// usat.ly/2nQ2MKe via @USATODAY",,@USATODAY,,961195583892606977,https://twitter.com/foggybottomgal/status/961195583892606977
garfieldmaureen,424044683,2018-02-08 08:15,0,0,[Mashable] That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed https:// mashable.com/2018/02/08/fac ebook-news-feed-26-friends-rumor-see-first-how-to/?utm_campaign=Mash-Prod-RSS-Feedburner-All-Partial&utm_cid=Mash-Prod-RSS-Feedburner-All-Partial&utm_source=dlvr.it&utm_medium=twitter …,,,,961604349574094848,https://twitter.com/garfieldmaureen/status/961604349574094848
NaiInesia,537130563,2018-02-09 08:45,0,0,Facebook Responds After Widely Circulated Hoax Says the Social Networking Site Is Limiting Feed to 26 Friends http:// klou.tt/1m1guda89qydk,,,,961974231285182464,https://twitter.com/NaiInesia/status/961974231285182464
hashMoreChat,3323388204,2018-02-09 10:43,0,0,It's A Hoax . Facebook Is Not Limiting Your News Feed To 26 People - Forbes http:// ift.tt/2nU8SJy #Facebook #SocialMedia,,,#Facebook #SocialMedia,962003940933070849,https://twitter.com/hashMoreChat/status/962003940933070849
STHLM_DIGITAL,923477750991720451,2018-02-08 02:53,0,1,"No, Facebook is not limiting your news feed to 26 friends, and saying ""Hi"" won't change anything.... https://www. inc.com/minda-zetlin/f acebook-hoax-claims-your-news-feed-is-now-only-26-friends-saying-hi-will-fix-it.html … via @Inc #facebook #snopes #scam",,@Inc,#facebook #snopes #scam,961523341562662912,https://twitter.com/STHLM_DIGITAL/status/961523341562662912
PaulSpoerry,330429183,2018-02-08 08:07,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2sgQ38P,,,,961602315722592256,https://twitter.com/PaulSpoerry/status/961602315722592256
BobNBC4,27863698,2018-02-19 08:50,0,3,I'm really tired of seeing the 26 people viral HOAX. It's not true! Facebook is NOT restricting your news feed !!!! https:// fb.me/GQqug4F4,,,,965599374653952007,https://twitter.com/BobNBC4/status/965599374653952007
elearning_utad,377033929,2018-02-08 08:01,0,0,#technology | That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXZfg | ( @mashable ),,@mashable,#technology,961600922135642112,https://twitter.com/elearning_utad/status/961600922135642112
RaceReadyJ,17070400,2018-02-08 08:08,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2EPSody pic.twitter.com/OYDZK71zW4,,,,961602604236181504,https://twitter.com/RaceReadyJ/status/961602604236181504
CherryAdair,23918292,2018-02-10 16:13,1,1,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https:// fb.me/LA08Xtbi",,,,962449366991634432,https://twitter.com/CherryAdair/status/962449366991634432
ZAGrrl,16900850,2018-02-09 07:28,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed https:// mashable.com/2018/02/08/fac ebook-news-feed-26-friends-rumor-see-first-how-to/#5kuDRdYDv5ON … via @mashable,,@mashable,#5kuDRdYDv5ON,961955038997475328,https://twitter.com/ZAGrrl/status/961955038997475328
FOEnews,1061095009,2018-02-07 14:36,0,0,"Facebook isn't restricting your News Feed to 26 friends, no matter what a viral hoax claims - Washington Post http:// ift.tt/2C3EWzw",,,,961337871050379271,https://twitter.com/FOEnews/status/961337871050379271
berkesch,18452881,2018-02-08 08:06,1,0,"""That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed "" https:// mashable.com/2018/02/08/fac ebook-news-feed-26-friends-rumor-see-first-how-to/?utm_campaign=Mash-Prod-RSS-Feedburner-All-Partial&utm_cid=Mash-Prod-RSS-Feedburner-All-Partial … #socialmedia #feedly",,,#socialmedia #feedly,961602078849323009,https://twitter.com/berkesch/status/961602078849323009
SocialKickme,578277980,2018-02-08 08:01,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2sgQ38P,,,,961600953794351106,https://twitter.com/SocialKickme/status/961600953794351106
dmataconis,14197312,2018-02-07 12:21,0,0,Facebook hoax says your news feed will be limited to status updates from 25 friends - https:// usat.ly/2BgMJNV,,,,961303921162620931,https://twitter.com/dmataconis/status/961303921162620931
ambde,23268337,2018-02-08 08:04,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed https:// fb.me/LtpoR05f,,,,961601556310364161,https://twitter.com/ambde/status/961601556310364161
DreamsofJah,250118258,2018-02-07 01:26,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https:// fb.me/3N3dEsAtV",,,,961139106163101696,https://twitter.com/DreamsofJah/status/961139106163101696
RealJobPostings,4553768479,2018-02-08 00:00,0,0,A post from our friends @Inc @EricSchurenberg @jledbetter #Job #Career #JobSearch #JobReport #Work Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is ... http:// ow.ly/BR5050gpLxz,,@Inc @EricSchurenberg @jledbetter,#Job #Career #JobSearch #JobReport #Work,961479897960124417,https://twitter.com/RealJobPostings/status/961479897960124417
jrkuhns,126430870,2018-02-07 23:25,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// dlvr.it/QFTnHt @inc #HealthcareHR #leadership pic.twitter.com/oglqgPwucC,,@inc,#HealthcareHR #leadership,961471108737261569,https://twitter.com/jrkuhns/status/961471108737261569
DelawareBlogger,3173435063,2018-02-08 08:04,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXb37 pic.twitter.com/bfQC6hD1x1,,,,961601552854138880,https://twitter.com/DelawareBlogger/status/961601552854138880
akemoi,14215299,2018-02-08 08:17,0,0,#technos That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXh6w,,,#technos,961604853653884930,https://twitter.com/akemoi/status/961604853653884930
HarrisWebsites,2538769459,2018-02-08 07:59,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYln,,,,961600265735450624,https://twitter.com/HarrisWebsites/status/961600265735450624
JennwnJohnson,886951056797839360,2018-02-08 08:49,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXtBN pic.twitter.com/a3OkKWMst3,,,,961612894554112000,https://twitter.com/JennwnJohnson/status/961612894554112000
TechKnowledgeIt,89829260,2018-02-08 08:07,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed : The latest... https:// fb.me/7m3PBP5pa,,,,961602338522726408,https://twitter.com/TechKnowledgeIt/status/961602338522726408
PitchFeastCorp,342870763,2018-02-08 00:16,0,0,MicroTips: Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is true. http:// ow.ly/f5VM50gpMrH,,,,961483842614976513,https://twitter.com/PitchFeastCorp/status/961483842614976513
ZAGrrl,16900850,2018-02-09 07:28,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed https:// mashable.com/2018/02/08/fac ebook-news-feed-26-friends-rumor-see-first-how-to/#5kuDRdYDv5ON … via @mashable,,@mashable,#5kuDRdYDv5ON,961955038997475328,https://twitter.com/ZAGrrl/status/961955038997475328
